FechaHora,yr,mnth,hr,weekday,weathersit,temp,windspeed,ValorW,banco
2012-08-09 16:00:00,1,8,16,4,1,0.86,0.2537,417.0,Tarde
2012-08-09 17:00:00,1,8,17,4,1,0.86,0.2537,810.0,Tarde
2012-08-09 18:00:00,1,8,18,4,2,0.82,0.2537,811.0,Tarde
2012-08-09 19:00:00,1,8,19,4,1,0.8,0.194,579.5640000000001,Tarde
2012-08-09 20:00:00,1,8,20,4,1,0.7,0.2836,427.0,Tarde
2012-08-10 15:00:00,1,8,15,5,1,0.8,0.4478,324.0,Tarde
2012-08-10 16:00:00,1,8,16,5,1,0.78,0.2985,467.0,Tarde
2012-08-10 17:00:00,1,8,17,5,1,0.8,0.2836,730.0,Tarde
2012-08-10 18:00:00,1,8,18,5,1,0.76,0.2985,640.0,Tarde
2012-08-10 19:00:00,1,8,19,5,1,0.76,0.2836,492.0,Tarde
2012-08-10 20:00:00,1,8,20,5,1,0.74,0.2985,370.0,Tarde
2012-08-11 15:00:00,1,8,15,6,1,0.8,0.2836,499.0,Tarde
2012-08-11 16:00:00,1,8,16,6,1,0.8,0.2985,531.0,Tarde
2012-08-11 17:00:00,1,8,17,6,3,0.74,0.3582,512.0,Tarde
2012-08-11 18:00:00,1,8,18,6,2,0.7,0.2985,300.0,Tarde
2012-08-11 19:00:00,1,8,19,6,2,0.66,0.1045,275.0,Tarde
2012-08-11 20:00:00,1,8,20,6,3,0.66,0.4179,160.0,Tarde
2012-08-12 15:00:00,1,8,15,0,1,0.76,0.1343,499.0,Tarde
2012-08-12 16:00:00,1,8,16,0,1,0.76,0.1045,513.0,Tarde
2012-08-12 17:00:00,1,8,17,0,1,0.8,0.0,505.0,Tarde
2012-08-12 18:00:00,1,8,18,0,1,0.78,0.1045,491.0,Tarde
2012-08-12 19:00:00,1,8,19,0,1,0.74,0.1343,465.0,Tarde
2012-08-12 20:00:00,1,8,20,0,1,0.72,0.0,300.0,Tarde
2012-08-13 15:00:00,1,8,15,1,1,0.82,0.2239,274.0,Tarde
2012-08-13 16:00:00,1,8,16,1,1,0.8,0.0896,464.0,Tarde
2012-08-13 17:00:00,1,8,17,1,1,0.8,0.1642,818.0,Tarde
2012-08-13 18:00:00,1,8,18,1,1,0.76,0.2836,811.5640000000001,Tarde
2012-08-13 19:00:00,1,8,19,1,1,0.74,0.1642,555.0,Tarde
2012-08-13 20:00:00,1,8,20,1,1,0.74,0.2239,427.0,Tarde
2012-08-14 15:00:00,1,8,15,2,1,0.82,0.2239,283.0,Tarde
2012-08-14 16:00:00,1,8,16,2,1,0.82,0.2239,458.0,Tarde
2012-08-14 17:00:00,1,8,17,2,3,0.76,0.2537,812.0,Tarde
2012-08-14 18:00:00,1,8,18,2,1,0.76,0.2836,811.5640000000001,Tarde
2012-08-14 19:00:00,1,8,19,2,1,0.76,0.194,579.5640000000001,Tarde
2012-08-14 20:00:00,1,8,20,2,1,0.74,0.2239,427.0,Tarde
2012-08-15 15:00:00,1,8,15,3,1,0.76,0.2537,266.0,Tarde
2012-08-15 16:00:00,1,8,16,3,1,0.76,0.194,431.0,Tarde
2012-08-15 17:00:00,1,8,17,3,1,0.74,0.2836,844.428,Tarde
2012-08-15 18:00:00,1,8,18,3,1,0.74,0.2239,811.5640000000001,Tarde
2012-08-15 19:00:00,1,8,19,3,1,0.7,0.1343,579.5640000000001,Tarde
2012-08-15 20:00:00,1,8,20,3,1,0.7,0.1343,427.0,Tarde
2012-08-16 15:00:00,1,8,15,4,1,0.8,0.2537,260.0,Tarde
2012-08-16 16:00:00,1,8,16,4,1,0.82,0.2239,419.0,Tarde
2012-08-16 17:00:00,1,8,17,4,1,0.82,0.194,844.428,Tarde
2012-08-16 18:00:00,1,8,18,4,1,0.8,0.0,811.5640000000001,Tarde
2012-08-16 19:00:00,1,8,19,4,1,0.76,0.1045,579.5640000000001,Tarde
2012-08-16 20:00:00,1,8,20,4,1,0.76,0.0896,427.0,Tarde
2012-08-17 15:00:00,1,8,15,5,1,0.86,0.4627,383.0,Tarde
2012-08-17 16:00:00,1,8,16,5,2,0.84,0.4478,488.0,Tarde
2012-08-17 17:00:00,1,8,17,5,1,0.82,0.3284,791.0,Tarde
2012-08-17 18:00:00,1,8,18,5,2,0.82,0.2537,669.0,Tarde
2012-08-17 19:00:00,1,8,19,5,2,0.74,0.3881,491.0,Tarde
2012-08-17 20:00:00,1,8,20,5,2,0.72,0.2239,359.0,Tarde
2012-08-18 15:00:00,1,8,15,6,1,0.76,0.2239,499.0,Tarde
2012-08-18 16:00:00,1,8,16,6,1,0.76,0.2537,534.428,Tarde
2012-08-18 17:00:00,1,8,17,6,1,0.76,0.2239,635.0,Tarde
2012-08-18 18:00:00,1,8,18,6,1,0.74,0.1642,554.0,Tarde
2012-08-18 19:00:00,1,8,19,6,1,0.7,0.1642,488.0,Tarde
2012-08-18 20:00:00,1,8,20,6,1,0.7,0.1045,341.0,Tarde
2012-08-19 15:00:00,1,8,15,0,2,0.64,0.0,276.0,Tarde
2012-08-19 16:00:00,1,8,16,0,2,0.66,0.0,356.0,Tarde
2012-08-19 17:00:00,1,8,17,0,2,0.64,0.1045,343.0,Tarde
2012-08-19 18:00:00,1,8,18,0,2,0.64,0.1045,377.0,Tarde
2012-08-19 19:00:00,1,8,19,0,2,0.64,0.1343,341.0,Tarde
2012-08-19 20:00:00,1,8,20,0,2,0.64,0.194,274.0,Tarde
2012-08-20 15:00:00,1,8,15,1,1,0.72,0.2537,309.0,Tarde
2012-08-20 16:00:00,1,8,16,1,1,0.72,0.2537,460.0,Tarde
2012-08-20 17:00:00,1,8,17,1,1,0.7,0.2836,844.428,Tarde
2012-08-20 18:00:00,1,8,18,1,2,0.62,0.2537,811.5640000000001,Tarde
2012-08-20 19:00:00,1,8,19,1,2,0.62,0.194,299.0,Tarde
2012-08-20 20:00:00,1,8,20,1,2,0.62,0.2836,261.0,Tarde
2012-08-21 15:00:00,1,8,15,2,1,0.76,0.0,302.0,Tarde
2012-08-21 16:00:00,1,8,16,2,1,0.76,0.0,467.0,Tarde
2012-08-21 17:00:00,1,8,17,2,1,0.74,0.2836,844.428,Tarde
2012-08-21 18:00:00,1,8,18,2,1,0.72,0.2239,625.0,Tarde
2012-08-21 19:00:00,1,8,19,2,3,0.62,0.1045,476.0,Tarde
2012-08-21 20:00:00,1,8,20,2,1,0.64,0.0,358.0,Tarde
2012-08-22 15:00:00,1,8,15,3,1,0.76,0.1343,316.0,Tarde
2012-08-22 16:00:00,1,8,16,3,3,0.74,0.2239,460.0,Tarde
2012-08-22 17:00:00,1,8,17,3,3,0.74,0.2239,783.0,Tarde
2012-08-22 18:00:00,1,8,18,3,3,0.66,0.2239,683.0,Tarde
2012-08-22 19:00:00,1,8,19,3,2,0.66,0.0,579.5640000000001,Tarde
2012-08-22 20:00:00,1,8,20,3,1,0.64,0.194,391.0,Tarde
2012-08-23 15:00:00,1,8,15,4,1,0.78,0.1343,305.0,Tarde
2012-08-23 16:00:00,1,8,16,4,1,0.76,0.1642,465.0,Tarde
2012-08-23 17:00:00,1,8,17,4,1,0.76,0.2239,820.0,Tarde
2012-08-23 18:00:00,1,8,18,4,1,0.74,0.2239,811.5640000000001,Tarde
2012-08-23 19:00:00,1,8,19,4,1,0.72,0.0896,579.5640000000001,Tarde
2012-08-23 20:00:00,1,8,20,4,1,0.7,0.1045,427.0,Tarde
2012-08-24 15:00:00,1,8,15,5,2,0.76,0.1343,350.0,Tarde
2012-08-24 16:00:00,1,8,16,5,2,0.76,0.1343,515.0,Tarde
2012-08-24 17:00:00,1,8,17,5,2,0.74,0.2239,812.0,Tarde
2012-08-24 18:00:00,1,8,18,5,2,0.72,0.194,736.0,Tarde
2012-08-24 19:00:00,1,8,19,5,2,0.72,0.1642,536.0,Tarde
2012-08-24 20:00:00,1,8,20,5,2,0.7,0.2239,363.0,Tarde
2012-08-25 15:00:00,1,8,15,6,2,0.64,0.3284,233.0,Tarde
2012-08-25 16:00:00,1,8,16,6,2,0.66,0.2985,434.0,Tarde
2012-08-25 17:00:00,1,8,17,6,2,0.66,0.3284,403.0,Tarde
2012-08-25 18:00:00,1,8,18,6,2,0.66,0.4627,383.0,Tarde
2012-08-25 19:00:00,1,8,19,6,2,0.64,0.2985,354.0,Tarde
2012-08-25 20:00:00,1,8,20,6,3,0.62,0.2537,241.0,Tarde
2012-08-26 15:00:00,1,8,15,0,3,0.64,0.2836,391.0,Tarde
2012-08-26 16:00:00,1,8,16,0,3,0.64,0.2836,173.0,Tarde
2012-08-26 17:00:00,1,8,17,0,1,0.64,0.2239,233.0,Tarde
2012-08-26 18:00:00,1,8,18,0,2,0.64,0.0896,264.0,Tarde
2012-08-26 19:00:00,1,8,19,0,2,0.64,0.1642,292.0,Tarde
2012-08-26 20:00:00,1,8,20,0,1,0.64,0.1642,211.0,Tarde
2012-08-27 15:00:00,1,8,15,1,1,0.8,0.2985,282.0,Tarde
2012-08-27 16:00:00,1,8,16,1,1,0.8,0.2537,444.0,Tarde
2012-08-27 17:00:00,1,8,17,1,1,0.8,0.2239,844.428,Tarde
2012-08-27 18:00:00,1,8,18,1,1,0.78,0.2537,811.5640000000001,Tarde
2012-08-27 19:00:00,1,8,19,1,1,0.74,0.2239,573.0,Tarde
2012-08-27 20:00:00,1,8,20,1,1,0.74,0.194,416.0,Tarde
2012-08-28 15:00:00,1,8,15,2,1,0.82,0.2985,317.0,Tarde
2012-08-28 16:00:00,1,8,16,2,1,0.82,0.3284,480.0,Tarde
2012-08-28 17:00:00,1,8,17,2,1,0.8,0.3881,844.428,Tarde
2012-08-28 18:00:00,1,8,18,2,1,0.78,0.2537,811.5640000000001,Tarde
2012-08-28 19:00:00,1,8,19,2,1,0.74,0.1642,579.5640000000001,Tarde
2012-08-28 20:00:00,1,8,20,2,1,0.72,0.1045,427.0,Tarde
2012-08-29 15:00:00,1,8,15,3,1,0.76,0.194,338.0,Tarde
2012-08-29 16:00:00,1,8,16,3,1,0.76,0.1343,493.0,Tarde
2012-08-29 17:00:00,1,8,17,3,1,0.78,0.2239,844.428,Tarde
2012-08-29 18:00:00,1,8,18,3,1,0.74,0.1642,811.5640000000001,Tarde
2012-08-29 19:00:00,1,8,19,3,1,0.7,0.194,579.5640000000001,Tarde
2012-08-29 20:00:00,1,8,20,3,1,0.68,0.0,427.0,Tarde
2012-08-30 15:00:00,1,8,15,4,1,0.8,0.1642,338.0,Tarde
2012-08-30 16:00:00,1,8,16,4,1,0.8,0.1642,482.0,Tarde
2012-08-30 17:00:00,1,8,17,4,1,0.82,0.2239,844.0,Tarde
2012-08-30 18:00:00,1,8,18,4,1,0.8,0.1343,811.5640000000001,Tarde
2012-08-30 19:00:00,1,8,19,4,1,0.76,0.1343,579.5640000000001,Tarde
2012-08-30 20:00:00,1,8,20,4,1,0.74,0.1642,427.0,Tarde
2012-08-31 15:00:00,1,8,15,5,1,0.9,0.2985,499.0,Tarde
2012-08-31 16:00:00,1,8,16,5,1,0.9,0.2537,528.0,Tarde
2012-08-31 17:00:00,1,8,17,5,1,0.88,0.1642,617.0,Tarde
2012-08-31 18:00:00,1,8,18,5,1,0.86,0.2537,546.0,Tarde
2012-08-31 19:00:00,1,8,19,5,1,0.8,0.1343,452.0,Tarde
2012-08-31 20:00:00,1,8,20,5,1,0.8,0.1343,356.0,Tarde
2012-09-01 15:00:00,1,9,15,6,2,0.86,0.2836,499.0,Tarde
2012-09-01 16:00:00,1,9,16,6,2,0.84,0.1642,462.0,Tarde
2012-09-01 17:00:00,1,9,17,6,2,0.82,0.0,463.0,Tarde
2012-09-01 18:00:00,1,9,18,6,2,0.82,0.0,442.0,Tarde
2012-09-01 19:00:00,1,9,19,6,3,0.78,0.0,392.0,Tarde
2012-09-01 20:00:00,1,9,20,6,3,0.76,0.2537,207.0,Tarde
2012-09-02 15:00:00,1,9,15,0,3,0.74,0.1343,355.0,Tarde
2012-09-02 16:00:00,1,9,16,0,1,0.74,0.0,474.0,Tarde
2012-09-02 17:00:00,1,9,17,0,1,0.76,0.0896,503.0,Tarde
2012-09-02 18:00:00,1,9,18,0,1,0.74,0.0,500.0,Tarde
2012-09-02 19:00:00,1,9,19,0,2,0.7,0.2239,292.0,Tarde
2012-09-02 20:00:00,1,9,20,0,2,0.7,0.1642,104.0,Tarde
2012-09-03 15:00:00,1,9,15,1,1,0.74,0.2239,449.0,Tarde
2012-09-03 16:00:00,1,9,16,1,1,0.74,0.2239,500.0,Tarde
2012-09-03 17:00:00,1,9,17,1,1,0.74,0.1343,498.0,Tarde
2012-09-03 18:00:00,1,9,18,1,1,0.74,0.1642,482.0,Tarde
2012-09-03 19:00:00,1,9,19,1,1,0.72,0.194,374.0,Tarde
2012-09-03 20:00:00,1,9,20,1,1,0.72,0.1045,261.0,Tarde
2012-09-04 15:00:00,1,9,15,2,1,0.8,0.4627,292.0,Tarde
2012-09-04 16:00:00,1,9,16,2,1,0.76,0.4179,458.0,Tarde
2012-09-04 17:00:00,1,9,17,2,1,0.76,0.3582,844.428,Tarde
2012-09-04 18:00:00,1,9,18,2,1,0.76,0.2239,811.5640000000001,Tarde
2012-09-04 19:00:00,1,9,19,2,1,0.76,0.2239,552.0,Tarde
2012-09-04 20:00:00,1,9,20,2,1,0.74,0.2537,385.0,Tarde
2012-09-05 15:00:00,1,9,15,3,1,0.78,0.194,245.0,Tarde
2012-09-05 16:00:00,1,9,16,3,1,0.76,0.2537,430.0,Tarde
2012-09-05 17:00:00,1,9,17,3,1,0.76,0.2537,844.428,Tarde
2012-09-05 18:00:00,1,9,18,3,1,0.76,0.194,811.5640000000001,Tarde
2012-09-05 19:00:00,1,9,19,3,1,0.74,0.1642,579.5640000000001,Tarde
2012-09-05 20:00:00,1,9,20,3,1,0.72,0.1642,412.0,Tarde
2012-09-06 15:00:00,1,9,15,4,1,0.74,0.194,270.0,Tarde
2012-09-06 16:00:00,1,9,16,4,1,0.74,0.2239,416.0,Tarde
2012-09-06 17:00:00,1,9,17,4,1,0.74,0.2537,808.0,Tarde
2012-09-06 18:00:00,1,9,18,4,1,0.72,0.2537,811.5640000000001,Tarde
2012-09-06 19:00:00,1,9,19,4,1,0.68,0.2537,558.0,Tarde
2012-09-06 20:00:00,1,9,20,4,1,0.66,0.2239,406.0,Tarde
2012-09-07 15:00:00,1,9,15,5,1,0.8,0.2537,331.0,Tarde
2012-09-07 16:00:00,1,9,16,5,1,0.8,0.2836,470.0,Tarde
2012-09-07 17:00:00,1,9,17,5,1,0.78,0.3284,772.0,Tarde
2012-09-07 18:00:00,1,9,18,5,1,0.76,0.2985,792.0,Tarde
2012-09-07 19:00:00,1,9,19,5,1,0.74,0.2836,568.0,Tarde
2012-09-07 20:00:00,1,9,20,5,1,0.72,0.2239,391.0,Tarde
2012-09-08 15:00:00,1,9,15,6,3,0.56,0.2537,499.0,Tarde
2012-09-08 16:00:00,1,9,16,6,3,0.56,0.194,114.0,Tarde
2012-09-08 17:00:00,1,9,17,6,3,0.58,0.194,171.0,Tarde
2012-09-08 18:00:00,1,9,18,6,3,0.58,0.1343,167.0,Tarde
2012-09-08 19:00:00,1,9,19,6,3,0.58,0.1045,215.0,Tarde
2012-09-08 20:00:00,1,9,20,6,2,0.58,0.0896,194.0,Tarde
2012-09-09 15:00:00,1,9,15,0,1,0.72,0.2537,499.0,Tarde
2012-09-09 16:00:00,1,9,16,0,1,0.68,0.2836,534.428,Tarde
2012-09-09 17:00:00,1,9,17,0,1,0.7,0.2537,671.0,Tarde
2012-09-09 18:00:00,1,9,18,0,1,0.66,0.2537,560.0,Tarde
2012-09-09 19:00:00,1,9,19,0,1,0.66,0.2537,496.0,Tarde
2012-09-09 20:00:00,1,9,20,0,1,0.62,0.2836,356.0,Tarde
2012-09-10 15:00:00,1,9,15,1,1,0.66,0.3881,346.0,Tarde
2012-09-10 16:00:00,1,9,16,1,1,0.66,0.3284,488.0,Tarde
2012-09-10 17:00:00,1,9,17,1,1,0.66,0.3284,844.428,Tarde
2012-09-10 18:00:00,1,9,18,1,1,0.62,0.2985,811.5640000000001,Tarde
2012-09-10 19:00:00,1,9,19,1,1,0.62,0.2985,579.5640000000001,Tarde
2012-09-10 20:00:00,1,9,20,1,1,0.6,0.194,390.0,Tarde
2012-09-11 15:00:00,1,9,15,2,1,0.7,0.1045,326.0,Tarde
2012-09-11 16:00:00,1,9,16,2,1,0.7,0.1343,534.428,Tarde
2012-09-11 17:00:00,1,9,17,2,1,0.7,0.0,844.428,Tarde
2012-09-11 18:00:00,1,9,18,2,1,0.64,0.1642,811.5640000000001,Tarde
2012-09-11 19:00:00,1,9,19,2,1,0.62,0.194,579.5640000000001,Tarde
2012-09-11 20:00:00,1,9,20,2,1,0.58,0.1343,427.0,Tarde
2012-09-12 15:00:00,1,9,15,3,1,0.72,0.1343,318.0,Tarde
2012-09-12 16:00:00,1,9,16,3,1,0.72,0.1642,509.0,Tarde
2012-09-12 17:00:00,1,9,17,3,1,0.7,0.2985,844.428,Tarde
2012-09-12 18:00:00,1,9,18,3,1,0.66,0.2537,811.5640000000001,Tarde
2012-09-12 19:00:00,1,9,19,3,1,0.64,0.194,579.5640000000001,Tarde
2012-09-12 20:00:00,1,9,20,3,1,0.62,0.1343,427.0,Tarde
2012-09-13 15:00:00,1,9,15,4,1,0.72,0.1045,352.0,Tarde
2012-09-13 16:00:00,1,9,16,4,1,0.72,0.0896,491.0,Tarde
2012-09-13 17:00:00,1,9,17,4,1,0.72,0.194,844.428,Tarde
2012-09-13 18:00:00,1,9,18,4,1,0.68,0.2537,811.5640000000001,Tarde
2012-09-13 19:00:00,1,9,19,4,1,0.64,0.1343,579.5640000000001,Tarde
2012-09-13 20:00:00,1,9,20,4,1,0.62,0.1045,427.0,Tarde
2012-09-14 15:00:00,1,9,15,5,2,0.72,0.1343,367.0,Tarde
2012-09-14 16:00:00,1,9,16,5,2,0.72,0.0,534.428,Tarde
2012-09-14 17:00:00,1,9,17,5,1,0.72,0.194,844.428,Tarde
2012-09-14 18:00:00,1,9,18,5,1,0.72,0.2239,808.0,Tarde
2012-09-14 19:00:00,1,9,19,5,1,0.68,0.1642,579.0,Tarde
2012-09-14 20:00:00,1,9,20,5,1,0.66,0.1045,404.0,Tarde
2012-09-15 15:00:00,1,9,15,6,2,0.68,0.2836,499.0,Tarde
2012-09-15 16:00:00,1,9,16,6,2,0.66,0.2239,534.428,Tarde
2012-09-15 17:00:00,1,9,17,6,2,0.66,0.2537,729.0,Tarde
2012-09-15 18:00:00,1,9,18,6,2,0.64,0.2836,614.0,Tarde
2012-09-15 19:00:00,1,9,19,6,1,0.62,0.1642,478.0,Tarde
2012-09-15 20:00:00,1,9,20,6,1,0.6,0.0896,330.0,Tarde
2012-09-16 15:00:00,1,9,15,0,1,0.64,0.1642,499.0,Tarde
2012-09-16 16:00:00,1,9,16,0,1,0.64,0.1642,534.428,Tarde
2012-09-16 17:00:00,1,9,17,0,1,0.66,0.0,570.0,Tarde
2012-09-16 18:00:00,1,9,18,0,1,0.62,0.1642,481.0,Tarde
2012-09-16 19:00:00,1,9,19,0,1,0.62,0.1343,403.0,Tarde
2012-09-16 20:00:00,1,9,20,0,1,0.6,0.1045,324.0,Tarde
2012-09-17 15:00:00,1,9,15,1,2,0.64,0.2537,338.0,Tarde
2012-09-17 16:00:00,1,9,16,1,2,0.64,0.2537,453.0,Tarde
2012-09-17 17:00:00,1,9,17,1,2,0.64,0.2239,842.0,Tarde
2012-09-17 18:00:00,1,9,18,1,2,0.62,0.1642,774.0,Tarde
2012-09-17 19:00:00,1,9,19,1,2,0.62,0.1045,486.0,Tarde
2012-09-17 20:00:00,1,9,20,1,2,0.62,0.1343,340.0,Tarde
2012-09-18 15:00:00,1,9,15,2,3,0.6,0.2537,36.0,Tarde
2012-09-18 16:00:00,1,9,16,2,3,0.6,0.2985,141.0,Tarde
2012-09-18 17:00:00,1,9,17,2,3,0.6,0.194,338.0,Tarde
2012-09-18 18:00:00,1,9,18,2,2,0.6,0.1642,281.0,Tarde
2012-09-18 19:00:00,1,9,19,2,2,0.6,0.2985,324.0,Tarde
2012-09-18 20:00:00,1,9,20,2,2,0.6,0.194,290.0,Tarde
2012-09-19 15:00:00,1,9,15,3,1,0.62,0.0,311.0,Tarde
2012-09-19 16:00:00,1,9,16,3,1,0.62,0.0,466.0,Tarde
2012-09-19 17:00:00,1,9,17,3,1,0.6,0.2239,844.428,Tarde
2012-09-19 18:00:00,1,9,18,3,1,0.58,0.2836,811.5640000000001,Tarde
2012-09-19 19:00:00,1,9,19,3,1,0.56,0.2239,579.5640000000001,Tarde
2012-09-19 20:00:00,1,9,20,3,1,0.52,0.1642,409.0,Tarde
2012-09-20 15:00:00,1,9,15,4,1,0.66,0.194,291.0,Tarde
2012-09-20 16:00:00,1,9,16,4,1,0.64,0.1642,457.0,Tarde
2012-09-20 17:00:00,1,9,17,4,1,0.64,0.2239,844.428,Tarde
2012-09-20 18:00:00,1,9,18,4,1,0.6,0.2537,811.5640000000001,Tarde
2012-09-20 19:00:00,1,9,19,4,1,0.58,0.2239,579.5640000000001,Tarde
2012-09-20 20:00:00,1,9,20,4,1,0.56,0.1343,417.0,Tarde
2012-09-21 15:00:00,1,9,15,5,1,0.7,0.2239,423.0,Tarde
2012-09-21 16:00:00,1,9,16,5,1,0.7,0.194,534.428,Tarde
2012-09-21 17:00:00,1,9,17,5,1,0.68,0.2836,844.428,Tarde
2012-09-21 18:00:00,1,9,18,5,1,0.66,0.2537,805.0,Tarde
2012-09-21 19:00:00,1,9,19,5,1,0.64,0.2537,579.5640000000001,Tarde
2012-09-21 20:00:00,1,9,20,5,1,0.62,0.194,369.0,Tarde
2012-09-22 15:00:00,1,9,15,6,1,0.74,0.3881,499.0,Tarde
2012-09-22 16:00:00,1,9,16,6,1,0.74,0.3284,534.428,Tarde
2012-09-22 17:00:00,1,9,17,6,1,0.74,0.3284,646.0,Tarde
2012-09-22 18:00:00,1,9,18,6,1,0.72,0.2836,598.0,Tarde
2012-09-22 19:00:00,1,9,19,6,1,0.7,0.194,407.0,Tarde
2012-09-22 20:00:00,1,9,20,6,1,0.7,0.2537,325.0,Tarde
2012-09-23 15:00:00,1,9,15,0,1,0.6,0.2239,499.0,Tarde
2012-09-23 16:00:00,1,9,16,0,1,0.6,0.3284,534.428,Tarde
2012-09-23 17:00:00,1,9,17,0,1,0.56,0.2985,723.0,Tarde
2012-09-23 18:00:00,1,9,18,0,1,0.54,0.194,540.0,Tarde
2012-09-23 19:00:00,1,9,19,0,1,0.52,0.1642,413.0,Tarde
2012-09-23 20:00:00,1,9,20,0,1,0.52,0.1642,252.0,Tarde
2012-09-24 15:00:00,1,9,15,1,1,0.6,0.0,300.0,Tarde
2012-09-24 16:00:00,1,9,16,1,1,0.58,0.2537,516.0,Tarde
2012-09-24 17:00:00,1,9,17,1,1,0.58,0.0,844.428,Tarde
2012-09-24 18:00:00,1,9,18,1,1,0.54,0.1642,811.5640000000001,Tarde
2012-09-24 19:00:00,1,9,19,1,1,0.52,0.1343,579.5640000000001,Tarde
2012-09-24 20:00:00,1,9,20,1,1,0.52,0.1045,427.0,Tarde
2012-09-25 15:00:00,1,9,15,2,1,0.66,0.3284,303.0,Tarde
2012-09-25 16:00:00,1,9,16,2,1,0.66,0.2985,495.0,Tarde
2012-09-25 17:00:00,1,9,17,2,1,0.66,0.2836,844.428,Tarde
2012-09-25 18:00:00,1,9,18,2,1,0.64,0.2239,811.5640000000001,Tarde
2012-09-25 19:00:00,1,9,19,2,1,0.62,0.2537,539.0,Tarde
2012-09-25 20:00:00,1,9,20,2,1,0.6,0.2985,425.0,Tarde
